"DateTime";"meta para a inflação";"IPCA ocorrido";"limite máximo";"limite mínimo";"Focus mais recente"
"2011-11-01";4,5;6,64;6,5;2,5
"2011-12-01";4,5;6,5;6,5;2,5
"2012-01-01";4,5;6,22;6,5;2,5
"2012-02-01";4,5;5,85;6,5;2,5
"2012-03-01";4,5;5,24;6,5;2,5
"2012-04-01";4,5;5,1;6,5;2,5
"2012-05-01";4,5;4,99;6,5;2,5
"2012-06-01";4,5;4,92;6,5;2,5
"2012-07-01";4,5;5,2;6,5;2,5
"2012-08-01";4,5;5,24;6,5;2,5
"2012-09-01";4,5;5,28;6,5;2,5
"2012-10-01";4,5;5,45;6,5;2,5
"2012-11-01";4,5;5,53;6,5;2,5
"2012-12-01";4,5;5,84;6,5;2,5
"2013-01-01";4,5;6,15;6,5;2,5
"2013-02-01";4,5;6,31;6,5;2,5
"2013-03-01";4,5;6,59;6,5;2,5
"2013-04-01";4,5;6,49;6,5;2,5
"2013-05-01";4,5;6,5;6,5;2,5
"2013-06-01";4,5;6,7;6,5;2,5
"2013-07-01";4,5;6,27;6,5;2,5
"2013-08-01";4,5;6,09;6,5;2,5
"2013-09-01";4,5;5,86;6,5;2,5
"2013-10-01";4,5;5,84;6,5;2,5
"2013-11-01";4,5;5,77;6,5;2,5
"2013-12-01";4,5;5,91;6,5;2,5
"2014-01-01";4,5;5,59;6,5;2,5
"2014-02-01";4,5;5,68;6,5;2,5
"2014-03-01";4,5;6,15;6,5;2,5
"2014-04-01";4,5;6,28;6,5;2,5
"2014-05-01";4,5;6,37;6,5;2,5
"2014-06-01";4,5;6,52;6,5;2,5
"2014-07-01";4,5;6,5;6,5;2,5
"2014-08-01";4,5;6,51;6,5;2,5
"2014-09-01";4,5;6,75;6,5;2,5
"2014-10-01";4,5;6,59;6,5;2,5
"2014-11-01";4,5;6,56;6,5;2,5
"2014-12-01";4,5;6,41;6,5;2,5
"2015-01-01";4,5;7,14;6,5;2,5
"2015-02-01";4,5;7,7;6,5;2,5
"2015-03-01";4,5;8,13;6,5;2,5
"2015-04-01";4,5;8,17;6,5;2,5
"2015-05-01";4,5;8,47;6,5;2,5
"2015-06-01";4,5;8,89;6,5;2,5
"2015-07-01";4,5;9,56;6,5;2,5
"2015-08-01";4,5;9,53;6,5;2,5
"2015-09-01";4,5;9,49;6,5;2,5
"2015-10-01";4,5;9,93;6,5;2,5
"2015-11-01";4,5;10,48;6,5;2,5
"2015-12-01";4,5;10,67;6,5;2,5
"2016-01-01";4,5;10,71;6,5;2,5
"2016-02-01";4,5;10,36;6,5;2,5
"2016-03-01";4,5;9,39;6,5;2,5
"2016-04-01";4,5;9,28;6,5;2,5
"2016-05-01";4,5;9,32;6,5;2,5
"2016-06-01";4,5;8,84;6,5;2,5
"2016-07-01";4,5;8,74;6,5;2,5
"2016-08-01";4,5;8,97;6,5;2,5
"2016-09-01";4,5;8,48;6,5;2,5
"2016-10-01";4,5;7,87;6,5;2,5
"2016-11-01";4,5;6,99;6,5;2,5
"2016-12-01";4,5;6,29;6,5;2,5
"2017-01-01";4,5;5,35;6;3
"2017-02-01";4,5;4,76;6;3
"2017-03-01";4,5;4,57;6;3
"2017-04-01";4,5;4,08;6;3
"2017-05-01";4,5;3,6;6;3
"2017-06-01";4,5;3;6;3
"2017-07-01";4,5;2,71;6;3
"2017-08-01";4,5;2,46;6;3
"2017-09-01";4,5;2,54;6;3
"2017-10-01";4,5;2,7;6;3
"2017-11-01";4,5;2,8;6;3
"2017-12-01";4,5;2,95;6;3
"2018-01-01";4,5;2,86;6;3
"2018-02-01";4,5;2,84;6;3
"2018-03-01";4,5;2,68;6;3
"2018-04-01";4,5;2,76;6;3
"2018-05-01";4,5;2,86;6;3
"2018-06-01";4,5;4,39;6;3
"2018-07-01";4,5;4,48;6;3
"2018-08-01";4,5;4,19;6;3
"2018-09-01";4,5;4,53;6;3
"2018-10-01";4,5;4,56;6;3
"2018-11-01";4,5;4,05;6;3
"2018-12-01";4,5;3,75;6;3
"2019-01-01";4,25;3,78;5,75;2,75
"2019-02-01";4,25;3,89;5,75;2,75
"2019-03-01";4,25;4,58;5,75;2,75
"2019-04-01";4,25;4,94;5,75;2,75
"2019-05-01";4,25;4,66;5,75;2,75
"2019-06-01";4,25;3,37;5,75;2,75
"2019-07-01";4,25;3,22;5,75;2,75
"2019-08-01";4,25;3,43;5,75;2,75
"2019-09-01";4,25;2,89;5,75;2,75
"2019-10-01";4,25;2,54;5,75;2,75
"2019-11-01";4,25;3,27;5,75;2,75
"2019-12-01";4,25;4,31;5,75;2,75
"2020-01-01";4;4,19;5,5;2,5
"2020-02-01";4;4,01;5,5;2,5
"2020-03-01";4;3,3;5,5;2,5
"2020-04-01";4;2,4;5,5;2,5
"2020-05-01";4;1,88;5,5;2,5
"2020-06-01";4;2,13;5,5;2,5
"2020-07-01";4;2,31;5,5;2,5
"2020-08-01";4;2,44;5,5;2,5
"2020-09-01";4;3,14;5,5;2,5
"2020-10-01";4;3,92;5,5;2,5
"2020-11-01";4;4,31;5,5;2,5
"2020-12-01";4;4,52;5,5;2,5
"2021-01-01";3,75;4,56;5,25;2,25
"2021-02-01";3,75;5,2;5,25;2,25
"2021-03-01";3,75;6,1;5,25;2,25
"2021-04-01";3,75;6,76;5,25;2,25
"2021-05-01";3,75;8,06;5,25;2,25
"2021-06-01";3,75;8,35;5,25;2,25
"2021-07-01";3,75;8,99;5,25;2,25
"2021-08-01";3,75;9,68;5,25;2,25
"2021-09-01";3,75;10,25;5,25;2,25
"2021-10-01";3,75;;5,25;2,25;10,28
"2021-11-01";3,75;;5,25;2,25;9,93
"2021-12-01";3,75;;5,25;2,25;9,18
"2022-01-01";3,5;;5;2;9,45
"2022-02-01";3,5;;5;2;9,14
"2022-03-01";3,5;;5;2;8,56
"2022-04-01";3,5;;5;2;8,66
"2022-05-01";3,5;;5;2;7,98
"2022-06-01";3,5;;5;2;7,73
"2022-07-01";3,5;;5;2;7,08
"2022-08-01";3,5;;5;2;6,42
"2022-09-01";3,5;;5;2;5,54
"2022-10-01";3,5;;5;2;5,02
"2022-11-01";3,5;;5;2;4,82
"2022-12-01";3,5;;5;2;4,71
"2023-01-01";3,25;;4,75;1,75;4,59
"2023-02-01";3,25;;4,75;1,75;4,4
"2023-03-01";3,25;;4,75;1,75;4,3
"2023-04-01";3,25;;4,75;1,75;4,2
"2023-05-01";3,25;;4,75;1,75;4,25
"2023-06-01";3,25;;4,75;1,75;4,14
"2023-07-01";3,25;;4,75;1,75;3,98
"2023-08-01";3,25;;4,75;1,75;3,89
"2023-09-01";3,25;;4,75;1,75;3,81
"2023-10-01";3,25;;4,75;1,75;3,71
"2023-11-01";3,25;;4,75;1,75
"2023-12-01";3,25;;4,75;1,75
"2024-01-01";3;;4,5;1,5
"2024-02-01";3;;4,5;1,5
"2024-03-01";3;;4,5;1,5
"2024-04-01";3;;4,5;1,5
"2024-05-01";3;;4,5;1,5
"2024-06-01";3;;4,5;1,5
"2024-07-01";3;;4,5;1,5
"2024-08-01";3;;4,5;1,5
"2024-09-01";3;;4,5;1,5
"2024-10-01";3;;4,5;1,5
"2024-11-01";3;;4,5;1,5
"2024-12-01";3;;4,5;1,5